"doc_id","word","brand"
119,"buy","bj"
119,"flavor","bj"
119,"karmal","bj"
119,"like","bj"
119,"gag","bj"
119,"bite","bj"
119,"karmel","bj"
119,"salty","bj"
120,"unlike","bj"
120,"reviewer","bj"
120,"enjoy","bj"
120,"flavor","bj"
120,"find","bj"
120,"overpowering","bj"
120,"make","bj"
120,"bottom","bj"
120,"pint","bj"
120,"pint","bj"
120,"eat","bj"
120,"top","bj"
122,"love","bj"
122,"stare","bj"
122,"pint","bj"
122,"halfway","bj"
122,"stop","bj"
122,"bad","bj"
122,"batch","bj"
122,"suppose","bj"
122,"sad","bj"
122,"favorite","bj"
123,"buy","bj"
123,"night","bj"
123,"flavor","bj"
123,"great","bj"
123,"literally","bj"
123,"blondie","bj"
123,"pint","bj"
123,"lot","bj"
123,"make","bj"
123,"eat","bj"
123,"experience","bj"
123,"enjoyable","bj"
125,"love","bj"
125,"flavor","bj"
125,"year","bj"
125,"ago","bj"
125,"like","bj"
125,"creamy","bj"
125,"recently","bj"
125,"bad","bj"
125,"batch","bj"
125,"buy","bj"
128,"buy","bj"
128,"night","bj"
128,"halfway","bj"
128,"down","bj"
128,"pint","bj"
128,"couple","bj"
128,"finish","bj"
128,"lack","bj"
128,"excitement","bj"
128,"leave","bj"
131,"today","bj"
131,"time","bj"
131,"disappointed","bj"
131,"salty","bj"
131,"salty","bj"
131,"salty","bj"
131,"wrong","bj"
131,"love","bj"
135,"love","bj"
135,"flavor","bj"
135,"bottom","bj"
135,"down","bj"
135,"pint","bj"
135,"sad","bj"
135,"flavor","bj"
135,"delicious","bj"
148,"down","bj"
148,"fan","bj"
148,"flavor","bj"
148,"lack","bj"
148,"burst","bj"
148,"love","bj"
151,"down","bj"
151,"flavor","bj"
151,"long","bj"
151,"time","bj"
151,"buy","bj"
154,"love","bj"
154,"sweet","bj"
154,"blonde","bj"
154,"salty","bj"
154,"bit","bj"
154,"delicious","bj"
164,"completely","bj"
164,"end","bj"
164,"joke","bj"
164,"apparently","bj"
164,"quality","bj"
164,"control","bj"
170,"buy","bj"
170,"yesterday","bj"
170,"convincing","bj"
170,"disappointed","bj"
170,"mine","bj"
174,"inch","bj"
174,"delicious","bj"
179,"flavor","bj"
179,"idea","bj"
179,"amazing","bj"
179,"plan","bj"
179,"buy","bj"
180,"piece","bj"
180,"crusty","bj"
180,"pretty","bj"
180,"tho","bj"
188,"down","bj"
188,"bottom","bj"
188,"center","bj"
188,"salty","bj"
194,"lack","bj"
194,"flavor","bj"
